N,P,K,temperature,humidity,ph,rainfall,soil_type,season,district,region,label
19.21,41.98,60.85,31.74,58.3,6.16,184.07,Red,Rabi,Tumakuru,South Karnataka,groundnut
102.86,40.6,67.57,22.84,68.3,6.81,322.68,Sandy,Kharif,Chikkaballapura,South Karnataka,tomato
144.41,41.06,138.82,27.5,72.02,7.5,341.69,Alluvial,Kharif,Mandya,South Karnataka,coconut
72.66,48.23,50.0,26.08,55.88,6.38,446.92,Red,Kharif,Vijayapura,North Karnataka,onion
67.19,44.48,68.16,27.21,64.99,6.74,508.94,Black,Kharif,Gadag,North Karnataka,onion
163.44,73.11,161.54,22.63,74.23,6.27,119.43,Loamy,Rabi,Kodagu,Malnad,coconut
77.65,36.64,74.09,33.77,54.23,7.1,148.38,Alluvial,Zaid,Mysuru,South Karnataka,mango
22.1,42.99,32.4,33.08,57.7,7.32,354.13,Black,Kharif,Koppala,North Karnataka,pigeonpeas
142.77,38.28,104.19,17.25,74.57,6.5,184.37,Loamy,Rabi,Chikkamagaluru,Malnad,coffee
84.64,41.61,85.64,23.28,68.56,6.51,372.84,Loamy,Kharif,Tumakuru,South Karnataka,tomato
70.09,38.06,60.16,24.4,60.0,6.68,147.15,Black,Rabi,Bagalkote,North Karnataka,sapota
98.14,56.79,51.69,27.71,59.95,6.19,242.7,Loamy,Rabi,Haveri,North Karnataka,chilli
107.87,71.02,77.04,18.4,50.92,6.28,254.73,Red,Rabi,Kolar,South Karnataka,tomato
67.64,35.86,28.41,32.95,53.12,6.92,587.44,Black,Kharif,Yadgir,North Karnataka,jowar
164.47,47.08,136.9,31.24,70.32,6.14,113.52,Loamy,Zaid,Hassan,Malnad,coconut
65.07,51.21,99.25,21.44,88.45,5.57,426.79,Red,Kharif,Hassan,Malnad,ginger
21.31,50.37,78.55,29.07,51.3,6.81,1555.75,Loamy,Kharif,Chikkamagaluru,Malnad,groundnut
199.88,43.24,146.78,24.55,87.27,7.29,3471.62,Alluvial,Kharif,Dakshina Kannada,Coastal Karnataka,coconut
157.92,41.69,166.94,22.26,83.27,5.53,318.25,Laterite,Rabi,Udupi,Coastal Karnataka,coconut
97.4,77.44,74.36,18.78,65.46,6.55,235.36,Sandy,Rabi,Chikkaballapura,South Karnataka,tomato
85.64,59.75,46.28,18.57,67.74,6.13,167.35,Red,Rabi,Mandya,South Karnataka,maize
107.37,79.72,70.98,25.85,64.93,6.34,354.35,Red,Kharif,Chikkaballapura,South Karnataka,tomato
15.32,56.42,65.51,26.61,50.71,6.37,326.83,Red,Kharif,Ballari,North Karnataka,groundnut
40.0,20.2,30.14,27.19,65.67,5.62,325.13,Red,Kharif,Chikkaballapura,South Karnataka,ragi
94.49,40.07,94.37,27.63,80.62,5.95,3252.46,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,pepper
91.86,33.56,91.53,24.25,81.57,6.35,603.89,Loamy,Kharif,Kodagu,Malnad,cardamom
155.36,40.75,176.92,21.16,80.87,5.79,169.41,Loamy,Rabi,Mandya,South Karnataka,banana
64.55,59.48,60.16,34.61,41.96,6.56,113.65,Black,Zaid,Koppala,North Karnataka,muskmelon
87.47,41.36,33.15,29.49,59.1,6.03,444.93,Red,Kharif,Raichur,North Karnataka,bajra
136.16,64.06,168.8,23.09,78.05,6.11,143.29,Loamy,Rabi,Kodagu,Malnad,coconut
27.63,45.69,49.54,24.0,60.76,6.37,434.51,Red,Kharif,Dharwad,North Karnataka,kidneybeans
40.0,20.07,42.36,22.38,61.12,6.03,222.81,Red,Rabi,Mysuru,South Karnataka,sapota
40.0,20.66,49.68,24.61,73.77,6.01,439.23,Red,Kharif,Ramanagara,South Karnataka,sapota
19.73,20.0,24.94,23.24,55.96,5.93,161.64,Laterite,Rabi,Hassan,Malnad,horsegram
82.42,58.29,86.98,30.71,39.26,6.12,127.08,Red,Zaid,Tumakuru,South Karnataka,watermelon
65.61,36.65,67.57,27.71,83.21,6.5,3464.65,Alluvial,Kharif,Dakshina Kannada,Coastal Karnataka,cashew
17.91,47.51,30.87,20.18,55.29,6.5,139.66,Black,Rabi,Gadag,North Karnataka,chickpea
132.3,74.5,134.49,22.28,75.44,5.95,391.01,Red,Kharif,Hassan,Malnad,arecanut
154.42,53.04,195.06,26.49,76.45,6.17,248.73,Sandy,Rabi,Chitradurga,South Karnataka,papaya
162.54,72.68,172.28,24.74,70.68,6.94,165.86,Alluvial,Rabi,Uttara Kannada,Coastal Karnataka,coconut
184.16,41.04,173.53,20.27,83.58,6.37,195.41,Red,Rabi,Haveri,North Karnataka,banana
23.39,34.17,19.09,31.41,55.69,6.5,534.37,Red,Kharif,Kalaburagi,North Karnataka,mothbeans
19.49,22.54,24.22,32.47,51.15,7.67,495.48,Black,Kharif,Raichur,North Karnataka,mothbeans
79.36,53.81,50.0,20.31,56.86,6.1,154.48,Red,Rabi,Dharwad,North Karnataka,chilli
170.19,49.09,174.48,27.18,86.65,6.26,120.06,Loamy,Zaid,Tumakuru,South Karnataka,coconut
100.41,53.72,158.88,31.22,83.68,7.05,149.0,Alluvial,Zaid,Mysuru,South Karnataka,coconut
69.71,44.49,59.38,29.52,58.12,6.48,1349.61,Red,Kharif,Chitradurga,South Karnataka,sunflower
110.43,52.13,87.8,21.61,73.0,6.21,417.11,Red,Kharif,Ramanagara,South Karnataka,tomato
81.96,46.59,49.96,25.25,80.0,6.82,318.14,Alluvial,Kharif,Mysuru,South Karnataka,rice
67.7,47.12,59.24,27.44,55.51,7.4,148.62,Loamy,Rabi,Bagalkote,North Karnataka,chilli
130.51,41.27,194.88,29.71,75.0,6.14,309.01,Loamy,Kharif,Bagalkote,North Karnataka,banana
108.49,54.43,64.25,27.11,79.36,6.39,295.99,Red,Kharif,Mysuru,South Karnataka,mulberry
72.11,41.28,81.64,24.83,79.28,6.59,334.87,Alluvial,Kharif,Mysuru,South Karnataka,turmeric
190.67,49.34,199.77,31.22,70.24,6.79,320.4,Black,Kharif,Bagalkote,North Karnataka,papaya
108.21,51.47,62.18,23.69,65.43,6.4,199.66,Red,Rabi,Mysuru,South Karnataka,mulberry
80.27,44.3,77.04,24.12,56.74,6.58,186.21,Alluvial,Rabi,Mysuru,South Karnataka,tomato
194.88,41.0,165.72,21.83,80.0,6.17,171.76,Loamy,Rabi,Dharwad,North Karnataka,banana
126.38,42.99,156.93,25.76,71.47,6.0,143.28,Laterite,Zaid,Shivamogga,Malnad,arecanut
79.29,30.9,137.37,25.42,75.0,5.2,68.21,Laterite,Zaid,Kodagu,Malnad,pepper
72.2,38.61,73.24,25.28,60.0,6.71,129.76,Black,Rabi,Bagalkote,North Karnataka,sapota
138.22,40.87,195.93,22.03,76.99,6.16,159.24,Red,Rabi,Tumakuru,South Karnataka,banana
130.14,42.61,128.78,25.49,87.19,6.59,197.09,Alluvial,Rabi,Mysuru,South Karnataka,coconut
55.71,29.07,59.57,30.92,65.01,6.5,141.7,Loamy,Zaid,Tumakuru,South Karnataka,sapota
109.59,41.13,50.07,18.6,52.78,6.14,116.86,Loamy,Rabi,Belagavi,North Karnataka,maize
119.55,42.84,150.95,25.85,83.7,6.44,138.34,Red,Rabi,Vijayapura,North Karnataka,banana
17.01,49.01,20.06,29.21,41.18,7.42,151.11,Black,Rabi,Ballari,North Karnataka,pigeonpeas
58.49,30.53,54.21,26.07,60.0,6.78,127.13,Loamy,Rabi,Bagalkote,North Karnataka,sapota
106.46,20.03,102.75,24.43,53.53,6.1,162.85,Red,Rabi,Ramanagara,South Karnataka,mango
21.35,48.87,20.95,24.62,66.9,7.24,362.06,Black,Kharif,Koppala,North Karnataka,pigeonpeas
75.49,57.27,117.58,23.71,71.65,5.4,140.31,Laterite,Rabi,Hassan,Malnad,cardamom
98.78,59.19,66.95,33.18,38.97,6.1,101.22,Red,Zaid,Koppala,North Karnataka,watermelon
102.19,65.85,68.92,21.98,75.0,6.09,340.07,Red,Kharif,Hassan,Malnad,tomato
61.07,45.83,81.03,36.97,35.3,6.4,192.09,Sandy,Zaid,Raichur,North Karnataka,muskmelon
140.5,63.15,188.11,34.11,84.58,6.44,177.52,Red,Zaid,Mysuru,South Karnataka,banana
109.13,57.46,166.54,27.22,70.9,6.48,1595.67,Red,Kharif,Chitradurga,South Karnataka,coconut
133.09,42.2,135.25,27.68,73.8,6.6,91.92,Alluvial,Zaid,Dakshina Kannada,Coastal Karnataka,coconut
95.62,41.39,52.77,30.4,82.08,6.1,450.41,Sandy,Kharif,Raichur,North Karnataka,rice
127.12,44.02,98.35,29.06,70.81,6.24,350.91,Red,Kharif,Mandya,South Karnataka,mulberry
94.26,47.92,63.98,30.25,53.87,6.18,494.83,Red,Kharif,Raichur,North Karnataka,cotton
68.24,53.1,61.74,31.27,36.23,6.22,84.13,Red,Zaid,Bagalkote,North Karnataka,muskmelon
67.62,44.12,74.55,32.71,68.88,7.18,483.0,Black,Kharif,Davanagere,North Karnataka,cotton
276.25,64.05,153.93,24.73,60.03,6.34,232.69,Red,Rabi,Mysuru,South Karnataka,sugarcane
75.15,45.34,60.0,28.28,37.65,7.37,168.45,Black,Rabi,Ballari,North Karnataka,sunflower
110.49,40.89,149.4,26.67,71.14,6.83,120.13,Alluvial,Zaid,Shivamogga,Malnad,coconut
117.15,62.59,160.57,27.75,80.75,6.91,655.83,Laterite,Kharif,Kodagu,Malnad,coconut
17.02,47.35,23.39,32.73,52.81,6.6,572.77,Black,Kharif,Yadgir,North Karnataka,pigeonpeas
21.68,33.65,36.22,29.53,66.21,6.23,540.38,Red,Kharif,Yadgir,North Karnataka,blackgram
44.18,35.38,47.53,28.3,70.12,6.58,394.51,Loamy,Kharif,Bagalkote,North Karnataka,sapota
96.81,21.02,84.72,24.83,51.88,6.69,190.14,Sandy,Rabi,Tumakuru,South Karnataka,mango
18.05,33.34,27.54,34.08,50.17,6.62,391.83,Sandy,Kharif,Raichur,North Karnataka,mothbeans
165.38,36.32,80.57,23.29,77.54,6.5,222.43,Alluvial,Rabi,Shivamogga,Malnad,coffee
111.08,49.62,191.54,28.96,81.74,6.22,54.55,Red,Zaid,Vijayapura,North Karnataka,banana
28.43,47.15,35.12,19.68,49.51,6.72,137.58,Black,Rabi,Yadgir,North Karnataka,chickpea
24.95,45.42,26.19,20.51,55.68,7.45,143.39,Black,Rabi,Vijayapura,North Karnataka,pigeonpeas
193.78,44.86,100.43,24.18,75.42,6.68,249.2,Black,Rabi,Chitradurga,South Karnataka,papaya
188.54,42.66,196.24,23.19,89.08,5.96,347.58,Laterite,Kharif,Hassan,Malnad,coconut
152.25,54.14,185.91,29.66,79.69,6.12,77.68,Red,Zaid,Bagalkote,North Karnataka,banana
128.18,43.86,138.2,23.19,66.73,7.0,173.18,Sandy,Rabi,Tumakuru,South Karnataka,papaya
44.49,20.0,69.07,27.29,75.95,6.42,172.15,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,cashew
31.53,21.26,35.02,25.66,41.62,5.86,252.52,Red,Rabi,Chitradurga,South Karnataka,sesame
66.98,48.32,93.31,28.72,72.77,5.73,112.98,Laterite,Zaid,Hassan,Malnad,cardamom
171.59,70.48,132.56,25.28,70.39,6.03,66.15,Laterite,Zaid,Kodagu,Malnad,coconut
104.05,67.52,61.81,18.02,74.41,6.06,288.01,Red,Kharif,Chikkaballapura,South Karnataka,tomato
16.82,47.01,64.83,34.59,65.39,6.56,449.07,Sandy,Kharif,Raichur,North Karnataka,groundnut
66.54,40.05,60.0,25.21,61.92,7.12,376.42,Black,Kharif,Bagalkote,North Karnataka,sunflower
62.49,43.59,66.17,29.92,53.61,6.88,166.91,Sandy,Rabi,Ballari,North Karnataka,chilli
108.63,63.9,64.98,20.66,72.54,6.15,420.79,Red,Kharif,Ramanagara,South Karnataka,tomato
96.6,42.81,50.0,23.52,51.27,6.47,130.14,Red,Rabi,Belagavi,North Karnataka,chilli
143.01,42.14,167.45,26.14,74.66,6.5,165.47,Alluvial,Rabi,Uttara Kannada,Coastal Karnataka,arecanut
219.35,93.37,141.86,27.92,68.5,6.59,268.93,Loamy,Kharif,Mysuru,South Karnataka,sugarcane
85.04,41.01,134.21,24.81,77.22,5.48,162.77,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,pepper
40.0,24.78,37.09,27.86,57.39,5.87,433.3,Red,Kharif,Koppala,North Karnataka,jowar
72.77,36.29,38.57,27.03,51.29,6.71,122.91,Black,Rabi,Belagavi,North Karnataka,jowar
80.25,50.87,82.34,26.85,80.28,6.5,3308.76,Alluvial,Kharif,Dakshina Kannada,Coastal Karnataka,ginger
68.82,40.65,76.51,33.13,67.96,6.69,384.87,Black,Kharif,Vijayanagara,North Karnataka,cotton
49.17,35.91,40.0,28.16,66.17,6.14,457.14,Loamy,Kharif,Bengaluru Rural,South Karnataka,ragi
15.99,46.42,32.1,26.09,54.29,6.34,407.03,Red,Kharif,Ballari,North Karnataka,pigeonpeas
196.51,60.36,158.79,24.11,83.98,6.17,120.54,Red,Rabi,Vijayapura,North Karnataka,banana
18.19,46.09,39.92,28.71,63.87,6.46,497.35,Red,Kharif,Kalaburagi,North Karnataka,mungbean
62.05,58.38,50.0,29.27,55.4,6.14,574.79,Red,Kharif,Davanagere,North Karnataka,chilli
101.06,68.38,75.83,26.4,72.91,6.49,471.25,Red,Kharif,Ramanagara,South Karnataka,tomato
118.86,42.47,125.68,27.98,82.61,7.23,3140.45,Alluvial,Kharif,Udupi,Coastal Karnataka,coconut
60.25,56.96,50.0,22.34,64.18,6.1,276.67,Red,Kharif,Mysuru,South Karnataka,onion
20.62,41.54,40.0,26.19,75.76,7.33,405.21,Loamy,Kharif,Tumakuru,South Karnataka,blackgram
82.65,47.38,41.07,25.86,56.4,6.2,432.15,Red,Kharif,Koppala,North Karnataka,sunflower
169.28,40.54,153.21,26.73,68.25,6.74,326.47,Alluvial,Kharif,Mysuru,South Karnataka,papaya
74.87,58.59,60.87,22.88,44.28,6.83,192.15,Sandy,Rabi,Chitradurga,South Karnataka,onion
133.4,45.54,162.93,26.19,81.85,6.15,247.61,Black,Rabi,Chitradurga,South Karnataka,banana
138.73,41.35,187.34,24.19,87.09,6.71,172.24,Loamy,Zaid,Mysuru,South Karnataka,coconut
104.05,39.09,84.23,23.0,78.82,6.22,212.67,Loamy,Rabi,Chikkamagaluru,Malnad,pepper
70.75,55.15,73.48,26.19,80.25,6.13,3078.35,Alluvial,Kharif,Dakshina Kannada,Coastal Karnataka,turmeric
95.03,41.56,71.89,21.78,56.01,6.5,204.69,Red,Rabi,Bengaluru Rural,South Karnataka,tomato
123.53,40.69,63.73,22.21,76.91,6.25,380.38,Loamy,Kharif,Ramanagara,South Karnataka,mulberry
91.06,41.72,61.84,22.67,75.0,6.95,379.13,Loamy,Kharif,Hassan,Malnad,tomato
16.12,43.74,70.08,29.32,49.64,6.24,487.17,Red,Kharif,Kalaburagi,North Karnataka,groundnut
18.59,56.98,64.71,33.85,57.62,6.56,1512.75,Black,Kharif,Chitradurga,South Karnataka,groundnut
52.03,38.49,40.0,29.29,68.14,6.68,446.62,Loamy,Kharif,Bengaluru Rural,South Karnataka,ragi
22.24,34.03,22.71,31.07,46.74,7.84,465.95,Black,Kharif,Kalaburagi,North Karnataka,mothbeans
18.08,27.83,29.62,21.44,54.47,5.7,279.99,Sandy,Rabi,Kolar,South Karnataka,horsegram
195.49,48.12,84.57,25.57,75.24,6.5,186.29,Alluvial,Rabi,Uttara Kannada,Coastal Karnataka,coffee
176.71,73.5,121.97,27.95,85.19,5.7,504.35,Laterite,Kharif,Kodagu,Malnad,arecanut
97.33,59.69,42.99,24.79,86.8,5.8,1928.61,Laterite,Kharif,Shivamogga,Malnad,rice
18.64,48.61,20.97,21.09,48.68,6.96,189.16,Black,Rabi,Kalaburagi,North Karnataka,pigeonpeas
79.86,47.78,64.52,32.8,61.66,6.76,533.78,Black,Kharif,Belagavi,North Karnataka,cotton
76.17,25.06,43.5,35.12,72.63,6.7,159.48,Sandy,Zaid,Chitradurga,South Karnataka,sapota
99.74,43.14,82.75,24.46,71.81,6.74,480.45,Sandy,Kharif,Bengaluru Rural,South Karnataka,tomato
65.34,36.3,67.67,28.53,77.35,6.5,110.76,Alluvial,Zaid,Dakshina Kannada,Coastal Karnataka,cashew
219.49,64.73,157.63,28.82,61.4,7.79,362.18,Black,Kharif,Vijayapura,North Karnataka,sugarcane
81.3,40.13,51.9,29.27,81.55,6.74,540.15,Loamy,Kharif,Belagavi,North Karnataka,rice
20.59,42.63,23.58,23.26,32.39,6.6,141.43,Black,Rabi,Yadgir,North Karnataka,pigeonpeas
44.82,30.89,40.0,25.05,65.0,6.97,231.26,Loamy,Rabi,Chikkamagaluru,Malnad,jowar
61.16,54.77,50.0,23.97,62.65,6.01,355.02,Red,Kharif,Mysuru,South Karnataka,onion
168.0,79.84,137.88,27.17,74.84,6.25,100.2,Loamy,Zaid,Chikkamagaluru,Malnad,arecanut
80.33,37.84,93.81,23.07,68.64,6.56,207.62,Loamy,Rabi,Chikkamagaluru,Malnad,tobacco
118.59,39.58,82.87,25.56,72.83,6.5,135.89,Alluvial,Zaid,Shivamogga,Malnad,coffee
78.54,47.49,60.0,25.17,59.62,7.48,378.01,Black,Kharif,Ballari,North Karnataka,sunflower
60.19,24.59,100.36,29.12,57.09,6.08,424.24,Red,Rabi,Davanagere,North Karnataka,tobacco
53.26,30.78,49.17,30.38,78.1,6.25,132.16,Sandy,Zaid,Tumakuru,South Karnataka,sapota
144.44,46.79,186.0,27.05,75.5,5.58,544.8,Laterite,Kharif,Kodagu,Malnad,arecanut
64.81,58.33,52.56,24.65,57.65,6.2,423.8,Red,Kharif,Vijayapura,North Karnataka,sunflower
23.4,41.33,32.5,23.26,50.5,7.09,234.73,Black,Rabi,Koppala,North Karnataka,pigeonpeas
114.23,44.54,40.7,27.02,82.79,5.67,387.95,Red,Kharif,Hassan,Malnad,rice
107.42,47.01,94.21,20.87,66.81,6.89,221.49,Alluvial,Rabi,Mysuru,South Karnataka,mulberry
36.31,36.73,25.83,29.23,49.6,6.55,248.92,Sandy,Rabi,Chitradurga,South Karnataka,sesame
133.76,40.14,66.81,22.86,66.35,6.77,363.39,Loamy,Kharif,Tumakuru,South Karnataka,mulberry
118.98,49.03,192.65,23.14,60.0,6.81,137.19,Black,Rabi,Vijayapura,North Karnataka,papaya
207.93,94.36,114.33,27.83,60.0,6.3,140.2,Loamy,Rabi,Bagalkote,North Karnataka,sugarcane
68.22,49.82,61.87,33.31,43.94,6.75,53.74,Black,Zaid,Vijayapura,North Karnataka,muskmelon
103.22,35.58,84.81,22.36,83.35,6.5,165.67,Alluvial,Rabi,Uttara Kannada,Coastal Karnataka,coffee
57.61,24.74,55.14,23.52,60.19,6.76,308.46,Sandy,Rabi,Kolar,South Karnataka,sapota
79.27,48.17,44.79,28.01,61.28,6.31,507.56,Red,Kharif,Gadag,North Karnataka,sunflower
123.13,56.09,72.54,27.16,73.76,6.48,301.95,Red,Kharif,Mysuru,South Karnataka,mulberry
166.51,73.59,144.93,25.6,83.87,6.06,145.69,Sandy,Zaid,Chitradurga,South Karnataka,coconut
142.69,53.82,87.27,24.73,80.47,5.92,181.73,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,coffee
118.92,39.62,107.03,33.39,54.3,6.66,253.99,Loamy,Zaid,Kolar,South Karnataka,mango
189.72,47.26,143.88,27.61,65.29,6.6,410.1,Black,Kharif,Raichur,North Karnataka,papaya
81.58,31.32,118.14,30.0,92.65,5.77,3137.68,Laterite,Kharif,Udupi,Coastal Karnataka,pepper
95.04,40.35,48.58,22.97,53.6,6.29,230.36,Loamy,Rabi,Haveri,North Karnataka,maize
118.73,46.86,152.95,27.65,81.24,6.5,3432.34,Alluvial,Kharif,Udupi,Coastal Karnataka,arecanut
15.34,46.81,22.49,26.53,56.68,6.9,143.06,Black,Rabi,Gadag,North Karnataka,chickpea
18.51,21.92,34.32,24.75,58.94,6.29,194.36,Sandy,Rabi,Tumakuru,South Karnataka,horsegram
79.87,20.0,84.38,25.3,66.69,5.75,139.82,Laterite,Rabi,Hassan,Malnad,tobacco
127.05,41.87,166.16,25.24,80.9,6.36,2361.26,Laterite,Kharif,Uttara Kannada,Coastal Karnataka,coconut
182.74,40.86,102.47,22.93,72.25,6.17,337.16,Red,Kharif,Mysuru,South Karnataka,papaya
246.97,93.89,125.26,24.96,63.6,6.96,395.46,Loamy,Kharif,Bagalkote,North Karnataka,sugarcane
68.8,35.28,81.89,29.19,91.48,6.5,2907.5,Alluvial,Kharif,Udupi,Coastal Karnataka,pepper
81.59,48.21,87.01,27.59,76.52,5.62,1543.51,Red,Kharif,Chikkamagaluru,Malnad,ginger
165.15,40.42,176.39,34.63,76.27,6.9,83.03,Loamy,Zaid,Bagalkote,North Karnataka,banana
48.78,39.54,26.75,25.82,55.14,7.29,127.04,Alluvial,Rabi,Mandya,South Karnataka,sesame
21.04,44.74,73.87,26.54,51.95,6.75,124.06,Black,Rabi,Vijayapura,North Karnataka,groundnut
71.54,35.56,61.26,34.73,42.94,7.22,59.24,Black,Zaid,Vijayapura,North Karnataka,mango
18.89,34.43,18.52,32.55,58.23,7.11,348.57,Black,Kharif,Ballari,North Karnataka,mothbeans
66.02,41.96,120.01,22.9,75.0,6.45,131.78,Loamy,Zaid,Shivamogga,Malnad,pepper
116.33,55.05,42.78,21.78,79.14,5.52,197.93,Red,Rabi,Chikkamagaluru,Malnad,maize
88.07,36.89,121.08,27.9,78.87,5.73,182.32,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,pepper
40.0,21.99,34.65,28.05,55.18,6.24,442.82,Red,Kharif,Koppala,North Karnataka,jowar
74.31,41.5,85.93,20.41,79.46,6.5,227.43,Alluvial,Rabi,Shivamogga,Malnad,cardamom
22.02,23.52,30.0,21.65,42.84,6.06,163.05,Red,Rabi,Hassan,Malnad,horsegram
158.06,66.97,146.89,23.7,76.08,5.8,384.12,Laterite,Kharif,Hassan,Malnad,arecanut
41.3,36.2,41.51,31.29,66.46,6.72,278.75,Loamy,Rabi,Kolar,South Karnataka,sapota
111.83,44.06,196.41,29.29,76.39,6.23,148.21,Black,Zaid,Haveri,North Karnataka,banana
172.88,40.27,144.14,26.4,60.0,6.65,146.39,Black,Rabi,Vijayapura,North Karnataka,papaya
16.37,45.87,64.23,32.12,58.84,6.51,375.73,Black,Kharif,Ballari,North Karnataka,groundnut
121.26,43.79,134.45,25.2,75.33,5.73,412.47,Red,Kharif,Hassan,Malnad,arecanut
134.69,47.98,103.66,23.36,60.0,6.79,135.8,Black,Rabi,Bagalkote,North Karnataka,papaya
118.64,40.88,174.68,30.8,72.46,6.96,143.08,Black,Zaid,Chitradurga,South Karnataka,papaya
51.26,35.12,40.0,22.14,64.68,6.74,346.68,Loamy,Kharif,Mandya,South Karnataka,ragi
211.35,74.3,156.59,31.51,60.29,6.25,381.64,Red,Kharif,Raichur,North Karnataka,sugarcane
132.55,42.72,132.76,31.51,88.6,7.24,3570.89,Alluvial,Kharif,Dakshina Kannada,Coastal Karnataka,coconut
114.2,51.52,51.19,28.86,52.31,6.73,197.49,Sandy,Rabi,Chitradurga,South Karnataka,maize
40.0,20.14,43.41,28.02,64.36,6.5,71.71,Red,Zaid,Bagalkote,North Karnataka,guava
22.17,51.62,79.17,25.21,48.17,6.79,129.5,Black,Rabi,Vijayapura,North Karnataka,groundnut
61.14,52.62,66.99,27.63,57.85,6.41,483.92,Red,Kharif,Davanagere,North Karnataka,cotton
104.32,35.07,117.53,24.69,52.57,6.11,138.33,Loamy,Rabi,Ramanagara,South Karnataka,mango
99.53,45.13,93.78,20.58,78.48,6.79,1550.09,Laterite,Kharif,Chikkamagaluru,Malnad,turmeric
70.07,22.75,79.61,26.47,50.77,6.23,707.65,Red,Kharif,Chamarajanagara,South Karnataka,mango
117.25,48.35,160.13,28.97,65.08,6.79,340.64,Alluvial,Kharif,Mandya,South Karnataka,papaya
62.67,44.8,54.24,25.19,35.11,6.23,200.05,Red,Rabi,Chitradurga,South Karnataka,sunflower
27.25,41.49,20.57,18.78,31.53,6.82,137.74,Black,Rabi,Yadgir,North Karnataka,chickpea
18.17,32.18,30.79,30.36,56.7,6.03,226.14,Loamy,Rabi,Mysuru,South Karnataka,horsegram
108.78,41.28,76.85,20.99,52.97,6.82,153.14,Loamy,Rabi,Ramanagara,South Karnataka,tomato
61.62,21.78,111.24,29.12,52.31,6.17,674.06,Sandy,Kharif,Chamarajanagara,South Karnataka,mango
15.18,30.77,35.43,20.97,53.42,6.86,134.37,Sandy,Rabi,Chamarajanagara,South Karnataka,horsegram
162.11,49.41,164.6,31.57,72.15,6.0,171.68,Red,Zaid,Chitradurga,South Karnataka,coconut
170.32,56.18,143.32,24.51,77.53,6.25,231.31,Red,Rabi,Chikkamagaluru,Malnad,arecanut
158.39,48.29,175.47,24.97,79.88,6.12,316.91,Red,Kharif,Tumakuru,South Karnataka,banana
30.32,24.82,34.18,28.09,32.92,5.75,144.69,Red,Rabi,Kalaburagi,North Karnataka,sesame
85.39,44.69,50.65,27.96,42.99,6.07,202.82,Sandy,Rabi,Raichur,North Karnataka,sunflower
51.4,20.0,25.92,23.64,47.01,4.77,2131.95,Laterite,Kharif,Shivamogga,Malnad,ragi
70.68,36.47,28.14,25.86,48.57,6.73,181.2,Black,Rabi,Kalaburagi,North Karnataka,jowar
26.17,54.86,38.18,23.81,54.02,6.31,150.06,Red,Rabi,Ballari,North Karnataka,chickpea
111.42,44.96,154.93,26.56,63.46,6.81,444.87,Black,Kharif,Raichur,North Karnataka,papaya
100.13,52.95,169.0,24.76,82.29,6.63,209.67,Loamy,Rabi,Mysuru,South Karnataka,coconut
117.59,46.41,197.7,26.47,73.73,6.5,320.74,Alluvial,Rabi,Udupi,Coastal Karnataka,arecanut
174.86,43.76,164.33,27.12,82.62,6.21,465.03,Sandy,Kharif,Raichur,North Karnataka,banana
169.83,42.0,157.98,24.32,79.46,6.42,147.51,Red,Rabi,Dharwad,North Karnataka,banana
22.27,44.16,33.91,30.9,67.96,6.49,478.55,Red,Kharif,Raichur,North Karnataka,blackgram
45.24,29.15,25.55,24.15,68.42,6.36,366.3,Sandy,Kharif,Kolar,South Karnataka,ragi
73.99,32.79,87.22,22.39,71.46,6.46,108.38,Red,Zaid,Hassan,Malnad,cardamom
151.68,38.22,108.58,26.65,71.1,6.0,129.49,Loamy,Zaid,Shivamogga,Malnad,coffee
40.0,23.01,44.71,28.34,69.37,6.03,380.59,Red,Kharif,Bagalkote,North Karnataka,sapota
71.16,43.42,82.34,29.66,91.44,6.5,3651.54,Alluvial,Kharif,Udupi,Coastal Karnataka,pepper
60.0,40.51,51.7,21.75,64.01,7.03,159.22,Loamy,Rabi,Mandya,South Karnataka,sunflower
228.64,95.51,104.13,25.21,67.43,6.89,221.11,Alluvial,Rabi,Mysuru,South Karnataka,sugarcane
121.34,43.93,163.54,27.36,76.87,7.17,227.99,Alluvial,Zaid,Udupi,Coastal Karnataka,coconut
23.35,52.32,72.68,30.41,68.17,6.09,196.43,Red,Rabi,Chikkamagaluru,Malnad,groundnut
192.73,77.28,153.42,24.8,82.76,6.53,163.63,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,coconut
18.06,39.19,36.55,32.25,66.05,6.23,576.57,Red,Kharif,Yadgir,North Karnataka,blackgram
109.33,47.12,85.45,26.71,65.81,7.0,361.83,Alluvial,Kharif,Mandya,South Karnataka,mulberry
70.35,35.13,22.03,31.05,57.05,6.6,446.25,Black,Kharif,Koppala,North Karnataka,bajra
64.74,40.97,63.58,31.1,63.2,7.7,390.06,Black,Kharif,Dharwad,North Karnataka,cotton
76.39,43.6,70.82,31.32,69.34,7.52,402.75,Black,Kharif,Koppala,North Karnataka,cotton
